date-hour,login-node,wusers,memory-used,running-process,cpu_usage %,running-jobs,total-jobs,time-to-ls,time-for-1G,df-usage
Apr07_2020-00,login2,75,500.56,2104,832.0,75,488,0m0.003s,0m23.959s,905
Apr07_2020-01,login2,74,502.85,2126,1356.0,38,420,0m0.004s,0m23.978s,905
Apr07_2020-02,login2,64,375.77,2023,72.0,23,470,0m0.003s,0m24.121s,905
Apr07_2020-03,login2,60,375.9,2020,96.1,42,464,0m0.003s,0m24.983s,905
Apr07_2020-04,login2,59,375.55,2021,79.5,94,442,0m0.003s,0m23.988s,905
Apr07_2020-05,login2,60,376.48,2040,196.1,83,410,0m0.003s,0m24.042s,905
Apr07_2020-06,login2,59,376.46,2039,168.0,39,444,0m0.003s,0m23.898s,904
Apr07_2020-07,login2,59,376.43,2042,162.7,20,304,0m0.003s,0m23.951s,905
Apr07_2020-08,login2,61,377.25,2041,100.2,20,382,0m0.003s,0m23.829s,905
Apr07_2020-09,login2,68,385.67,2081,868.0,23,436,0m0.003s,0m23.829s,907
Apr07_2020-10,login2,72,380.94,2110,224.0,38,499,0m0.003s,0m23.725s,907
Apr07_2020-11,login2,82,380.44,2151,320.0,49,543,0m0.003s,0m23.919s,905
Apr07_2020-12,login2,87,382.76,2183,324.0,48,676,0m0.003s,0m24.446s,904
Apr07_2020-13,login2,93,392.76,2213,380.0,75,685,0m0.003s,0m24.081s,912
Apr07_2020-14,login2,92,394.94,2208,244.3,88,659,0m0.004s,0m23.915s,912
Apr07_2020-15,login2,94,391.35,2208,152.0,93,650,0m0.003s,0m23.995s,913
Apr07_2020-16,login2,98,398.35,2210,156.0,80,645,0m0.003s,0m23.976s,914
Apr07_2020-17,login2,99,405.09,2204,124.0,84,649,0m0.003s,0m24.174s,914
Apr07_2020-18,login2,94,405.01,2200,108.0,71,638,0m0.003s,0m23.902s,915
Apr07_2020-19,login2,89,410.15,2187,112.0,40,712,0m0.003s,0m24.195s,916
Apr07_2020-20,login2,87,411.91,2194,200.0,52,725,0m0.003s,0m24.023s,916
Apr07_2020-21,login2,89,415.46,2190,192.0,105,666,0m0.003s,0m24.105s,916
Apr07_2020-22,login2,89,413.41,2184,240.0,135,656,0m0.003s,0m23.928s,915
Apr07_2020-23,login2,84,422.45,2182,232.0,156,635,0m0.003s,0m24.541s,915
Apr19_2020-00,login1,15,292.68,424,21.1,82,730,0m0.003s,0m23.829s,901
Apr19_2020-01,login1,15,292.73,424,30.0,60,639,0m0.003s,0m23.957s,902
Apr19_2020-02,login1,15,292.8,427,20.0,66,569,0m0.003s,0m23.886s,902
Apr19_2020-03,login1,15,293.0,438,137.0,58,598,0m0.003s,0m23.801s,902
Apr19_2020-04,login1,15,292.81,424,25.0,47,567,0m0.003s,0m23.834s,901
Apr19_2020-05,login1,15,292.84,424,31.7,27,529,0m0.003s,0m23.866s,901
Apr19_2020-06,login1,15,292.86,424,31.7,29,506,0m0.003s,0m23.735s,901
Apr19_2020-07,login1,15,292.85,424,26.3,29,499,0m0.003s,0m23.817s,901
Apr19_2020-08,login1,15,292.87,424,40.0,27,504,0m0.003s,0m23.770s,900
Apr19_2020-09,login1,15,292.87,424,21.1,30,489,0m0.003s,0m23.637s,900
Apr19_2020-10,login1,15,292.89,424,31.7,67,600,0m0.003s,0m23.782s,900
Apr19_2020-11,login1,15,292.88,424,20.0,90,582,0m0.004s,0m23.944s,900
