date-hour,login-node,wusers,memory-used,running-process,cpu_usage %,running-jobs,total-jobs,time-to-ls,time-for-1G,df-usage
Oct30_2021-00,login4,34,502.55,1123,36.4,161,880,0m0.003s,0m2.477s,935
Oct30_2021-01,login4,33,502.51,1120,22.7,156,923,0m0.003s,0m2.474s,935
Oct30_2021-02,login4,31,501.62,1112,22.7,152,1014,0m0.003s,0m2.560s,935
Oct30_2021-03,login4,30,501.99,1109,33.3,157,933,0m0.004s,0m2.519s,935
Oct30_2021-04,login4,28,501.54,1098,22.7,148,979,0m0.003s,0m2.543s,936
Oct30_2021-05,login4,27,501.37,1092,22.7,150,943,0m0.004s,0m2.480s,937
Oct30_2021-06,login4,27,501.41,1092,104.8,146,965,0m0.003s,0m2.471s,937
Oct30_2021-07,login4,28,501.58,1102,33.3,159,924,0m0.004s,0m2.491s,937
Oct30_2021-08,login4,28,501.62,1097,81.8,143,944,0m0.003s,0m2.470s,937
Oct30_2021-09,login4,30,502.89,1117,30.4,162,882,0m0.004s,0m2.485s,938
Oct30_2021-10,login4,33,503.1,1108,81.8,160,885,0m0.003s,0m2.494s,938
Oct30_2021-11,login4,33,504.2,1119,413.2,152,965,0m0.004s,0m2.494s,939
Oct30_2021-12,login4,34,503.55,1113,77.3,126,923,0m0.003s,0m2.561s,938
Oct30_2021-13,login4,37,490.0,1123,33.3,143,849,0m0.003s,0m2.466s,931
Oct30_2021-14,login4,40,492.65,1142,31.8,152,884,0m0.003s,0m2.509s,931
Oct30_2021-15,login4,42,493.82,1147,31.8,150,913,0m0.003s,0m2.554s,931
Oct30_2021-16,login4,44,494.15,1160,31.8,134,907,0m0.003s,0m2.488s,931
Oct30_2021-17,login4,42,493.88,1150,27.3,66,888,0m0.003s,0m2.475s,931
Oct30_2021-18,login4,39,493.28,1133,40.9,68,839,0m0.004s,0m2.545s,929
Oct30_2021-19,login4,36,493.57,1120,33.3,86,800,0m0.003s,0m4.192s,929
Oct30_2021-20,login4,33,494.48,1107,36.3,96,837,0m0.003s,0m3.364s,929
Oct30_2021-21,login4,34,495.77,1110,36.4,140,839,0m0.003s,0m2.487s,929
Oct30_2021-22,login4,32,495.33,1102,31.8,141,855,0m0.003s,0m2.479s,929
Oct30_2021-23,login4,32,507.66,1142,1531.8,132,885,0m0.004s,0m2.507s,931
Oct29_2021-00,login4,46,500.64,1171,36.4,163,1290,0m0.003s,0m2.468s,932
Oct29_2021-01,login4,44,500.02,1165,31.8,178,1336,0m0.003s,0m2.506s,932
Oct29_2021-02,login4,40,499.3,1145,31.8,198,1470,0m0.003s,0m2.475s,933
Oct29_2021-03,login4,37,498.72,1135,72.8,197,1452,0m0.003s,0m2.499s,934
Oct29_2021-04,login4,36,498.15,1126,27.3,194,1286,0m0.003s,0m2.534s,934
Oct29_2021-05,login4,35,497.9,1122,27.3,180,1250,0m0.003s,0m2.493s,935
Oct29_2021-06,login4,37,498.4,1130,72.8,191,1166,0m0.003s,0m2.490s,935
Oct29_2021-07,login4,35,498.09,1123,22.7,199,1192,0m0.003s,0m2.578s,935
