date-hour,login-node,wusers,memory-used,running-process,cpu_usage %,running-jobs,total-jobs,time-to-ls,time-for-1G,df-usage
May17_2021-00,login3,24,453.96,247,10.5,118,984,0m0.005s,0m2.346s,727
May17_2021-01,login3,24,454.33,266,73.7,115,971,0m0.006s,0m2.534s,727
May17_2021-02,login3,24,453.99,247,21.1,72,934,0m0.007s,0m2.427s,727
May17_2021-03,login3,24,453.99,247,26.3,98,918,0m0.005s,0m2.339s,727
May17_2021-04,login3,24,453.99,246,16.7,100,903,0m0.006s,0m2.368s,727
May17_2021-05,login3,24,454.02,247,10.5,69,896,0m0.005s,0m2.427s,727
May17_2021-06,login3,24,454.01,247,10.5,75,863,0m0.005s,0m2.385s,727
May17_2021-07,login3,24,454.01,247,15.8,62,819,0m0.005s,0m2.353s,727
May17_2021-08,login3,24,454.22,247,21.1,81,830,0m0.006s,0m2.388s,727
May17_2021-09,login3,24,454.23,247,15.8,79,833,0m0.006s,0m2.359s,727
May17_2021-10,login3,25,438.59,251,21.1,118,1214,0m0.006s,0m2.413s,721
May17_2021-11,login3,23,438.38,246,21.1,87,1240,0m0.006s,0m2.409s,722
May17_2021-12,login3,25,438.68,249,10.5,102,1092,0m0.006s,0m2.386s,722
May17_2021-13,login3,24,438.85,257,15.8,109,1043,0m0.006s,0m2.378s,722
May17_2021-14,login3,25,439.05,252,10.5,73,1087,0m0.006s,0m2.356s,723
May17_2021-15,login3,25,439.23,258,26.4,65,1113,0m0.005s,0m2.365s,724
May17_2021-16,login3,27,439.89,263,26.3,80,1148,0m0.006s,0m2.369s,724
May17_2021-17,login3,27,440.44,267,10.5,158,1230,0m0.005s,0m2.327s,724
May17_2021-18,login3,33,442.4,280,79.0,183,1145,0m0.006s,0m2.352s,724
May17_2021-19,login3,31,442.34,277,44.5,114,1061,0m0.005s,0m2.349s,724
May17_2021-20,login3,31,442.35,278,68.5,76,877,0m0.005s,0m2.455s,724
May17_2021-21,login3,29,442.21,273,15.8,96,859,0m0.006s,0m2.370s,724
May17_2021-22,login3,28,441.81,269,47.4,99,847,0m0.006s,0m2.380s,724
