date-hour,login-node,wusers,memory-used,running-process,cpu_usage %,running-jobs,total-jobs,time-to-ls,time-for-1G,df-usage
Jun15_2021-00,login3,42,431.45,252,15.8,52,720,0m0.005s,0m23.740s,805
Jun15_2021-01,login3,43,432.15,253,26.3,48,716,0m0.005s,0m23.799s,806
Jun15_2021-02,login3,38,431.94,241,31.6,41,699,0m0.005s,0m23.784s,806
Jun15_2021-03,login3,36,431.95,238,15.8,42,755,0m0.005s,0m23.843s,806
Jun15_2021-04,login3,35,431.86,237,38.9,36,749,0m0.005s,0m24.403s,806
Jun15_2021-05,login3,34,431.41,231,16.7,41,755,0m0.005s,0m24.188s,806
Jun15_2021-06,login3,34,431.41,229,15.8,60,718,0m0.005s,0m24.059s,806
Jun15_2021-07,login3,35,431.45,234,22.2,57,723,0m0.005s,0m23.739s,806
Jun15_2021-08,login3,33,432.3,234,57.9,68,779,0m0.004s,0m23.790s,892
Jun15_2021-09,login3,37,433.45,253,52.7,84,909,0m0.004s,0m24.804s,891
Jun15_2021-10,login3,42,436.47,270,121.1,78,899,0m0.004s,0m23.738s,891
Jun15_2021-11,login3,42,437.52,274,26.3,80,819,0m0.004s,0m24.519s,892
Jun15_2021-12,login3,41,437.63,269,10.5,92,843,0m0.004s,0m23.720s,892
Jun15_2021-13,login3,43,439.88,274,26.4,98,891,0m0.004s,0m24.185s,892
Jun15_2021-14,login3,44,442.53,273,15.8,100,791,0m0.004s,0m23.748s,891
Jun15_2021-15,login3,48,445.66,277,10.5,116,963,0m0.004s,0m23.947s,891
Jun15_2021-16,login3,47,446.07,276,21.1,149,1101,0m0.004s,0m23.738s,891
Jun15_2021-17,login3,45,447.84,270,126.3,128,1080,0m0.004s,0m23.884s,891
Jun15_2021-18,login3,45,448.77,272,121.0,127,1071,0m0.004s,0m24.006s,893
Jun15_2021-19,login3,43,448.73,295,442.4,124,1309,0m0.005s,0m23.593s,892
Jun15_2021-20,login3,42,448.71,265,15.8,90,1061,0m0.004s,0m23.724s,891
Jun15_2021-21,login3,40,448.88,258,26.3,93,1068,0m0.004s,0m23.714s,891
Jun15_2021-22,login3,37,448.84,251,31.6,112,1076,0m0.004s,0m23.717s,891
Jun15_2021-23,login3,36,448.76,251,105.0,89,1111,0m0.004s,0m23.989s,892
Jun28_2021-00,login2,38,248.54,229,52.6,84,879,0m0.004s,0m23.749s,892
Jun28_2021-01,login2,36,248.6,221,21.1,61,986,0m0.004s,0m23.758s,892
Jun28_2021-02,login2,34,249.22,223,11.1,67,1019,0m0.004s,0m23.744s,892
Jun28_2021-03,login2,33,249.17,222,63.1,82,864,0m0.004s,0m23.746s,892
Jun28_2021-04,login2,32,248.8,218,16.7,55,868,0m0.004s,0m23.995s,892
Jun28_2021-05,login2,31,249.01,215,26.4,23,852,0m0.004s,0m23.749s,892
Jun28_2021-06,login2,32,249.44,210,27.8,24,831,0m0.004s,0m23.871s,893
Jun28_2021-07,login2,32,249.59,215,115.8,46,877,0m0.004s,0m23.836s,892
Jun28_2021-08,login2,32,251.18,217,127.8,46,841,0m0.004s,0m24.056s,891
Jun28_2021-09,login2,36,252.16,228,121.1,60,941,0m0.004s,0m23.951s,889
Jun28_2021-10,login2,46,253.51,255,147.4,66,972,0m0.004s,0m23.854s,889
Jun28_2021-11,login2,50,256.19,279,189.4,61,965,0m0.004s,0m23.951s,891
Jun28_2021-12,login2,56,264.48,292,63.2,51,1058,0m0.004s,0m23.976s,891
Jun28_2021-13,login2,64,283.37,352,873.7,50,1419,0m0.004s,0m24.074s,891
Jun28_2021-14,login2,68,277.35,336,489.5,65,1290,0m0.004s,0m23.937s,892
Jun28_2021-15,login2,67,288.45,363,2165.0,54,1495,0m0.004s,0m25.526s,892
