date-hour,login-node,wusers,memory-used,running-process,cpu_usage %,running-jobs,total-jobs,time-to-ls,time-for-1G,df-usage
Nov05_2021-00,login5,46,501.47,615,30.0,144,1279,0m0.003s,0m3.994s,940
Nov05_2021-01,login5,44,504.41,603,120.0,132,1331,0m0.003s,0m4.004s,940
Nov05_2021-02,login5,42,503.64,585,33.4,126,1228,0m0.004s,0m4.024s,939
Nov05_2021-03,login5,43,503.99,590,25.0,116,1295,0m0.004s,0m4.007s,939
Nov05_2021-04,login5,40,502.98,572,20.0,147,1294,0m0.003s,0m3.939s,940
Nov05_2021-05,login5,42,503.46,582,35.0,149,1229,0m0.004s,0m4.051s,939
Nov05_2021-06,login5,43,504.97,584,30.0,80,992,0m0.003s,0m3.964s,940
Nov05_2021-07,login5,41,506.37,576,125.0,51,840,0m0.003s,1m37.598s,940
Nov05_2021-08,login5,40,505.97,569,115.0,43,891,0m0.004s,0m3.953s,940
Nov05_2021-09,login5,46,507.05,598,125.0,146,1235,0m0.003s,0m3.918s,940
Nov05_2021-10,login5,51,507.02,622,125.0,167,1367,0m0.003s,0m3.931s,941
Nov05_2021-11,login5,53,508.55,650,119.0,148,1579,0m0.003s,0m3.960s,941
Nov05_2021-12,login5,59,506.79,687,230.0,138,1267,0m0.004s,0m3.953s,939
Nov05_2021-13,login5,63,494.47,714,171.4,150,1317,0m0.003s,0m4.072s,941
Nov05_2021-14,login5,67,495.69,719,71.4,151,1250,0m0.003s,0m3.936s,941
Nov05_2021-15,login5,64,508.45,715,333.4,143,1300,0m0.003s,0m4.063s,941
Nov05_2021-16,login5,62,492.9,707,75.0,155,1232,0m0.003s,0m3.953s,941
Nov05_2021-17,login5,61,493.77,688,71.4,150,1431,0m0.003s,0m3.959s,940
Nov05_2021-18,login5,55,492.85,659,70.0,101,1482,0m0.003s,0m3.950s,942
Nov05_2021-19,login5,51,492.38,640,85.0,170,1498,0m0.003s,0m3.959s,942
Nov05_2021-20,login5,48,500.12,617,75.0,184,1442,0m0.003s,0m3.940s,942
Nov05_2021-21,login5,46,496.34,600,20.0,140,1477,0m0.003s,0m3.962s,941
