date-hour,login-node,wusers,memory-used,running-process,cpu_usage %,running-jobs,total-jobs,time-to-ls,time-for-1G,df-usage
Jan19_2020-00,login3,11,412.11,404,21.1,45,462,0m0.003s,0m23.759s,536
Jan19_2020-01,login3,10,419.2,406,115.0,52,440,0m0.003s,0m23.929s,535
Jan19_2020-02,login3,10,419.22,406,136.9,49,437,0m0.003s,0m23.820s,535
Jan19_2020-03,login3,10,419.27,406,163.3,41,422,0m0.004s,0m24.767s,534
Jan19_2020-04,login3,11,419.24,410,184.3,23,409,0m0.003s,0m23.700s,534
Jan19_2020-05,login3,11,419.26,410,131.6,34,383,0m0.003s,0m23.763s,534
Jan19_2020-06,login3,11,412.18,406,31.6,33,383,0m0.003s,0m23.850s,534
Jan19_2020-07,login3,11,419.32,410,126.3,30,373,0m0.003s,0m23.996s,535
Jan19_2020-08,login3,11,419.33,410,126.3,25,374,0m0.003s,0m23.871s,535
Jan19_2020-09,login3,11,427.03,605,1740.0,39,382,0m0.006s,0m24.971s,535
Jan19_2020-10,login3,11,419.6,739,1850.8,38,369,0m0.004s,0m25.018s,535
Jan19_2020-11,login3,11,413.19,409,89.5,27,378,0m0.003s,0m23.726s,534
Jan19_2020-12,login3,11,413.43,410,120.0,28,358,0m0.003s,0m23.760s,535
Jan19_2020-13,login3,11,413.48,410,115.8,38,378,0m0.003s,0m23.645s,535
Jan19_2020-14,login3,11,413.59,410,115.8,43,402,0m0.003s,0m23.825s,535
Jan19_2020-15,login3,11,413.72,410,85.0,60,404,0m0.003s,0m24.008s,536
Jan19_2020-16,login3,12,413.95,411,85.0,46,403,0m0.003s,0m23.989s,535
Jan19_2020-17,login3,11,420.99,421,226.3,53,414,0m0.003s,0m23.662s,535
Jan19_2020-18,login3,11,420.99,413,189.5,47,389,0m0.003s,0m23.763s,536
Jan19_2020-19,login3,11,421.15,414,210.5,46,379,0m0.005s,0m23.834s,536
Jan19_2020-20,login3,11,420.87,413,168.4,43,362,0m0.003s,0m26.499s,536
Jan19_2020-21,login3,11,420.92,414,175.0,29,377,0m0.003s,0m25.605s,536
Jan19_2020-22,login3,11,420.92,414,168.5,50,374,0m0.003s,0m24.041s,536
Jan19_2020-23,login3,11,414.26,409,75.0,64,390,0m0.003s,0m23.784s,537
Jan20_2020-00,login4,40,470.67,937,195.4,51,396,0m0.004s,0m23.780s,900
Jan20_2020-01,login4,41,472.08,941,214.5,46,377,0m0.003s,0m24.216s,900
Jan20_2020-02,login4,38,483.25,1284,1746.8,41,344,0m0.004s,0m27.293s,681
Jan20_2020-03,login4,37,465.81,943,171.5,37,338,0m0.004s,0m23.871s,680
Jan20_2020-04,login4,36,464.78,925,49.9,47,360,0m0.003s,0m23.909s,684
Jan20_2020-05,login4,38,465.13,930,109.7,25,337,0m0.004s,0m23.897s,683
Jan20_2020-06,login4,36,464.82,924,85.8,46,409,0m0.003s,0m23.772s,684
Jan20_2020-07,login4,37,465.07,926,52.5,24,353,0m0.003s,0m24.195s,684
Jan20_2020-08,login4,35,464.79,922,86.2,31,561,0m0.003s,0m24.051s,685
Jan20_2020-09,login4,35,464.74,924,62.0,29,441,0m0.003s,0m23.943s,685
Jan20_2020-10,login4,35,465.02,932,63.4,31,426,0m0.003s,0m24.060s,685
Jan20_2020-11,login4,41,466.54,955,157.3,60,462,0m0.003s,0m24.265s,685
Jan20_2020-12,login4,39,465.97,951,228.7,42,467,0m0.003s,0m23.908s,685
Jan20_2020-13,login4,37,465.7,942,181.1,39,435,0m0.003s,0m24.045s,685
Jan20_2020-14,login4,38,466.16,942,109.8,47,461,0m0.004s,0m24.377s,685
Jan20_2020-15,login4,41,467.35,945,113.5,33,471,0m0.003s,0m23.932s,686
Jan20_2020-16,login4,41,468.03,950,119.2,40,465,0m0.003s,0m23.840s,684
Jan20_2020-17,login4,43,473.66,1010,899.6,37,492,0m0.004s,0m24.324s,684
