date-hour,login-node,wusers,memory-used,running-process,cpu_usage %,running-jobs,total-jobs,time-to-ls,time-for-1G,df-usage
Mar02_2020-00,login1,44,426.51,1109,291.2,35,426,0m0.003s,0m26.931s,749
Mar02_2020-01,login1,43,427.2,1133,305.0,30,406,0m0.003s,0m24.088s,749
Mar02_2020-02,login1,42,427.18,1131,281.1,25,396,0m0.003s,0m23.941s,749
Mar02_2020-03,login1,40,427.15,1142,399.9,22,381,0m0.003s,0m25.635s,749
Mar02_2020-04,login1,39,427.26,1190,1199.6,20,367,0m0.004s,0m25.241s,749
Mar02_2020-05,login1,40,426.83,1124,104.9,18,365,0m0.003s,0m23.799s,749
Mar02_2020-06,login1,39,426.77,1135,68.0,24,369,0m0.005s,0m23.776s,749
Mar02_2020-07,login1,39,426.8,1129,66.8,29,369,0m0.003s,0m23.834s,749
Mar02_2020-08,login1,43,430.47,1165,549.8,30,379,0m0.003s,0m26.352s,749
Mar02_2020-09,login1,48,429.58,1158,190.6,50,425,0m0.003s,0m23.839s,749
Mar02_2020-10,login1,51,445.6,1169,309.7,55,492,0m0.003s,0m24.048s,748
Mar02_2020-11,login1,52,444.88,1161,72.5,55,512,0m0.005s,0m25.453s,749
Mar02_2020-12,login1,54,446.87,1175,117.7,51,542,0m0.003s,0m23.821s,749
Mar02_2020-14,login1,54,448.85,1142,166.8,53,569,0m0.003s,0m23.811s,749
Mar02_2020-15,login1,60,453.18,1179,113.1,55,578,0m0.003s,0m23.900s,748
Mar02_2020-16,login1,61,453.0,1163,43.0,87,566,0m0.003s,0m23.916s,749
Mar02_2020-17,login1,63,449.24,1217,634.4,89,587,0m0.004s,0m23.970s,748
Mar02_2020-18,login1,71,453.4,1201,45.3,68,555,0m0.003s,0m23.784s,748
Mar02_2020-19,login1,63,455.91,1195,277.0,64,468,0m0.003s,0m24.165s,748
Mar02_2020-20,login1,54,454.83,1166,266.9,63,500,0m0.003s,0m23.979s,748
Mar02_2020-21,login1,52,453.71,1157,233.4,60,485,0m0.003s,0m23.998s,748
Mar02_2020-22,login1,48,450.64,1130,43.0,60,473,0m0.004s,0m23.820s,749
Mar02_2020-23,login1,51,452.55,1127,33.4,57,437,0m0.003s,0m23.663s,749
Mar31_2020-00,login3,39,199.54,194,157.9,86,708,0m0.003s,0m23.779s,815
Mar31_2020-01,login3,37,199.07,178,73.8,61,505,0m0.003s,0m24.147s,816
Mar31_2020-02,login3,37,206.16,254,1500.0,57,470,0m0.004s,0m24.339s,816
Mar31_2020-03,login3,33,199.11,165,66.7,53,424,0m0.003s,0m23.723s,816
Mar31_2020-04,login3,34,198.94,169,84.4,45,409,0m0.003s,0m23.733s,816
Mar31_2020-05,login3,30,197.42,159,72.3,41,379,0m0.003s,0m23.914s,816
Mar31_2020-06,login3,29,197.04,162,61.1,44,359,0m0.003s,0m23.917s,816
Mar31_2020-07,login3,28,197.09,160,61.1,61,881,0m0.003s,0m24.185s,816
Mar31_2020-08,login3,31,197.72,169,183.5,44,504,0m0.003s,0m23.743s,817
Mar31_2020-09,login3,31,197.82,170,68.5,48,410,0m0.003s,0m23.809s,816
Mar31_2020-10,login3,39,198.8,198,57.9,72,579,0m0.003s,0m23.784s,817
Mar31_2020-11,login3,46,201.95,230,126.3,154,734,0m0.003s,0m23.770s,817
Mar31_2020-12,login3,56,205.37,249,21.1,158,614,0m0.003s,0m24.322s,817
Mar31_2020-13,login3,61,210.74,257,42.1,79,726,0m0.003s,0m23.760s,818
Mar31_2020-14,login3,65,213.82,267,42.2,136,787,0m0.003s,0m25.828s,819
Mar31_2020-15,login3,59,216.64,254,21.1,133,626,0m0.003s,0m23.817s,818
Mar31_2020-16,login3,58,218.78,263,410.6,66,722,0m0.003s,0m23.762s,896
Mar31_2020-17,login3,52,242.51,277,1050.0,82,764,0m0.004s,0m24.013s,896
Mar31_2020-18,login3,45,236.34,216,300.0,64,644,0m0.003s,0m23.923s,816
Mar31_2020-19,login3,45,236.69,218,339.0,37,495,0m0.003s,0m23.854s,816
Mar31_2020-20,login3,40,236.08,204,316.7,30,424,0m0.003s,0m26.266s,816
Mar31_2020-21,login3,38,236.96,200,315.8,37,428,0m0.003s,0m24.262s,816
Mar31_2020-22,login3,34,236.56,186,72.3,45,472,0m0.003s,0m23.896s,815
Mar31_2020-23,login3,33,237.93,184,66.7,42,468,0m0.003s,0m23.763s,814
Mar25_2020-00,login1,70,437.16,506,50.0,72,640,0m0.003s,0m23.712s,899
Mar25_2020-01,login1,65,436.26,488,35.0,68,608,0m0.003s,0m23.936s,900
Mar25_2020-02,login1,57,435.7,473,21.1,66,603,0m0.003s,0m23.775s,900
Mar25_2020-03,login1,56,436.29,488,225.0,69,582,0m0.003s,0m24.207s,900
Mar25_2020-04,login1,52,436.75,474,145.0,67,549,0m0.003s,0m23.923s,899
Mar25_2020-05,login1,52,437.16,390,15.8,66,551,0m0.003s,0m23.850s,899
Mar25_2020-06,login1,54,439.94,393,40.0,64,552,0m0.004s,0m23.732s,900
Mar25_2020-07,login1,53,442.74,393,84.3,58,511,0m0.003s,0m23.755s,900
Mar25_2020-08,login1,56,444.73,426,42.1,46,603,0m0.003s,0m24.065s,900
Mar25_2020-09,login1,69,454.17,467,219.1,39,598,0m0.003s,0m26.816s,901
Mar25_2020-10,login1,75,471.17,488,166.7,43,627,0m0.003s,0m23.836s,901
Mar25_2020-11,login1,80,487.37,507,425.0,184,729,0m0.003s,0m24.369s,900
Mar25_2020-12,login1,82,498.52,521,1760.0,147,684,0m0.003s,0m23.930s,901
Mar25_2020-13,login1,84,500.29,518,1560.0,85,602,0m0.003s,0m24.138s,900
Mar25_2020-14,login1,91,460.24,531,205.0,113,576,0m0.004s,0m26.084s,900
Mar25_2020-15,login1,86,465.74,500,170.0,90,588,0m0.003s,0m23.973s,824
Mar25_2020-16,login1,89,458.32,490,130.0,81,549,0m0.003s,0m23.722s,897
Mar25_2020-17,login1,90,459.61,495,250.0,72,510,0m0.004s,0m23.956s,897
Mar25_2020-18,login1,82,462.39,488,180.0,46,458,0m0.003s,0m24.369s,898
Mar25_2020-19,login1,74,463.67,460,135.0,11,394,0m0.003s,0m23.901s,898
Mar25_2020-20,login1,73,466.01,463,171.4,21,368,0m0.003s,0m23.727s,898
Mar25_2020-21,login1,71,467.13,458,75.0,13,415,0m0.003s,0m23.751s,898
Mar25_2020-22,login1,69,467.33,458,65.0,20,526,0m0.003s,0m23.717s,898
Mar25_2020-23,login1,67,467.14,452,75.0,32,497,0m0.003s,0m23.827s,898
Mar20_2020-00,login1,61,422.85,322,68.5,60,560,0m0.003s,0m23.731s,898
Mar20_2020-01,login1,56,420.18,310,68.5,46,531,0m0.003s,0m23.773s,898
Mar20_2020-02,login1,53,419.79,309,15.0,64,468,0m0.003s,0m23.738s,898
Mar20_2020-03,login1,46,418.68,300,136.9,61,424,0m0.003s,0m23.861s,899
Mar20_2020-04,login1,41,419.95,290,121.1,51,394,0m0.003s,0m24.073s,899
Mar20_2020-05,login1,42,419.44,274,30.0,43,364,0m0.003s,0m23.967s,900
Mar20_2020-06,login1,45,419.91,281,36.9,40,363,0m0.003s,0m23.736s,900
Mar20_2020-07,login1,46,420.14,282,50.0,67,410,0m0.003s,0m23.802s,900
Mar20_2020-08,login1,50,421.01,290,15.8,38,405,0m0.003s,0m23.714s,899
Mar20_2020-09,login1,52,430.01,333,1180.0,28,458,0m0.003s,0m23.895s,899
Mar20_2020-10,login1,63,439.24,324,20.0,17,592,0m0.003s,0m23.747s,899
Mar20_2020-11,login1,72,443.71,362,145.0,26,623,0m0.003s,0m24.715s,900
Mar20_2020-12,login1,76,414.61,384,130.0,12,690,0m0.003s,0m24.628s,898
Mar20_2020-13,login1,83,433.7,401,120.0,30,677,0m0.003s,0m37.958s,897
Mar20_2020-14,login1,87,437.23,414,205.0,16,719,0m0.003s,0m24.221s,897
Mar20_2020-15,login1,86,441.3,440,275.0,13,710,0m0.003s,0m23.771s,897
Mar20_2020-16,login1,85,443.93,415,40.0,34,753,0m0.003s,0m24.076s,897
Mar20_2020-17,login1,85,444.66,425,195.0,26,759,0m0.003s,0m23.908s,898
Mar20_2020-18,login1,83,446.3,409,47.5,26,739,0m0.003s,0m23.883s,898
Mar20_2020-19,login1,79,445.73,398,26.4,44,743,0m0.003s,0m23.748s,897
Mar20_2020-20,login1,76,452.8,383,20.0,82,740,0m0.003s,0m24.000s,897
Mar20_2020-21,login1,68,454.83,360,125.0,129,734,0m0.003s,0m24.255s,897
Mar20_2020-22,login1,67,455.63,358,50.0,153,665,0m0.003s,0m24.129s,897
Mar20_2020-23,login1,59,465.89,338,58.0,116,708,0m0.003s,0m24.257s,897
Mar04_2020-00,login3,36,474.92,826,47.8,46,491,0m0.003s,0m23.687s,903
Mar04_2020-01,login3,30,473.8,804,33.4,42,476,0m0.003s,0m23.786s,904
Mar04_2020-02,login3,30,473.78,800,30.0,35,456,0m0.003s,0m23.751s,903
Mar04_2020-03,login3,32,474.14,805,23.8,35,435,0m0.003s,0m23.745s,903
Mar04_2020-04,login3,31,473.78,801,50.0,29,413,0m0.003s,0m23.774s,903
Mar04_2020-05,login3,31,473.79,803,47.8,21,402,0m0.003s,0m23.845s,903
Mar04_2020-06,login3,30,473.81,801,55.0,43,423,0m0.003s,0m23.763s,904
Mar04_2020-07,login3,31,474.39,813,33.4,43,400,0m0.003s,0m23.597s,905
Mar04_2020-08,login3,34,474.6,818,43.0,66,543,0m0.003s,0m23.766s,904
Mar04_2020-09,login3,37,476.56,831,38.2,38,518,0m0.003s,0m23.731s,904
Mar04_2020-10,login3,43,477.76,864,143.0,67,560,0m0.003s,0m23.851s,903
Mar04_2020-11,login3,52,479.15,874,47.8,59,586,0m0.003s,0m24.391s,903
Mar04_2020-12,login3,59,484.49,896,67.8,73,586,0m0.003s,0m24.186s,903
Mar04_2020-13,login3,61,490.45,898,47.7,76,554,0m0.003s,0m23.793s,903
Mar04_2020-14,login3,65,494.86,918,27.3,72,607,0m0.003s,0m23.677s,903
Mar04_2020-15,login3,63,495.09,925,38.2,95,683,0m0.003s,0m26.808s,903
Mar04_2020-16,login3,71,398.81,2052,79.3,99,791,0m0.004s,0m25.027s,905
Mar04_2020-17,login3,61,416.07,2028,183.3,76,769,0m0.005s,0m27.379s,904
Mar04_2020-18,login3,57,443.95,2006,79.5,102,733,0m0.003s,0m23.688s,904
Mar04_2020-19,login3,54,470.5,1995,41.7,76,696,0m0.004s,0m23.820s,904
Mar04_2020-20,login3,51,498.18,1974,33.3,67,681,0m0.003s,0m23.820s,905
Mar04_2020-21,login3,45,472.48,1953,43.5,60,629,0m0.003s,0m23.848s,905
Mar04_2020-22,login3,41,498.62,1949,39.0,54,669,0m0.003s,0m23.746s,905
Mar04_2020-23,login3,38,496.94,1939,37.5,59,727,0m0.003s,0m23.755s,905
Mar31_2020-00,login1,38,194.12,430,890.0,86,708,0m0.003s,0m24.104s,897
Mar31_2020-01,login1,31,191.82,385,110.7,62,505,0m0.003s,0m25.588s,898
Mar31_2020-02,login1,30,191.93,372,94.8,57,470,0m0.003s,0m23.850s,898
Mar31_2020-03,login1,28,192.41,415,126.4,53,424,0m0.003s,0m24.117s,898
Mar31_2020-04,login1,27,193.13,559,1230.0,46,409,0m0.005s,0m25.628s,898
Mar31_2020-05,login1,26,192.31,403,152.7,41,379,0m0.003s,0m25.266s,898
Mar31_2020-06,login1,25,192.89,390,79.0,44,359,0m0.003s,0m23.877s,898
Mar31_2020-07,login1,25,193.03,394,105.5,55,881,0m0.003s,0m23.792s,898
Mar31_2020-08,login1,25,192.39,380,90.0,44,507,0m0.003s,0m23.832s,900
Mar31_2020-09,login1,25,191.93,353,31.7,48,410,0m0.003s,0m23.865s,899
Mar31_2020-10,login1,39,198.15,508,1655.0,80,580,0m0.004s,0m26.534s,900
Mar31_2020-11,login1,37,203.51,439,85.0,154,739,0m0.003s,0m23.798s,900
Mar31_2020-12,login1,37,206.08,480,105.0,158,614,0m0.003s,0m23.858s,900
Mar31_2020-13,login1,41,209.52,494,165.0,79,726,0m0.004s,0m24.050s,901
Mar31_2020-14,login1,38,210.1,461,130.0,135,787,0m0.003s,0m24.738s,902
Mar31_2020-15,login1,38,210.85,494,115.0,133,626,0m0.003s,0m23.871s,901
Mar31_2020-16,login1,39,211.57,521,290.0,66,723,0m0.003s,0m23.819s,902
Mar31_2020-17,login1,43,212.13,510,90.0,81,764,0m0.003s,0m23.884s,902
Mar31_2020-18,login1,52,216.58,537,95.0,59,646,0m0.003s,0m23.596s,904
Mar31_2020-19,login1,52,217.37,539,219.3,37,490,0m0.003s,0m24.047s,904
Mar31_2020-20,login1,48,216.67,459,125.0,29,423,0m0.003s,0m23.868s,904
Mar31_2020-21,login1,46,220.27,470,105.4,43,428,0m0.003s,0m23.881s,904
Mar31_2020-22,login1,47,221.69,462,90.0,43,472,0m0.003s,0m23.738s,903
Mar31_2020-23,login1,40,223.91,444,80.0,42,468,0m0.003s,0m23.804s,902
Mar03_2020-00,login1,51,452.53,1122,138.2,50,427,0m0.003s,0m24.100s,750
Mar03_2020-01,login1,51,452.45,1119,38.2,47,421,0m0.004s,0m23.884s,748
Mar03_2020-02,login1,46,451.84,1099,63.4,39,392,0m0.003s,0m23.889s,748
Mar03_2020-03,login1,46,453.02,1117,1690.6,36,363,0m0.004s,0m25.088s,750
Mar03_2020-04,login1,45,453.27,1112,157.3,32,372,0m0.003s,0m24.007s,750
Mar03_2020-05,login1,44,452.85,1108,149.8,24,339,0m0.003s,0m23.793s,750
Mar03_2020-06,login1,45,453.25,1193,1950.2,19,326,0m0.007s,0m24.384s,750
